record_id,intersection_id,intersection_name,zone,timestamp_utc,date,is_peak_hour,vehicle_type,vehicle_count_total
CAM_INT_001_4,INT_001,Kukatpally Crossroad,Medchal,2023-01-02 08:57:00,2023-01-02,True,pedestrian,20
CAM_INT_009_3,INT_009,Charminar Signal,Hyderabad,2023-01-06 19:46:00,2023-01-06,True,pedestrian,20
CAM_INT_006_1,INT_006,Dilsukhnagar Junction,Hyderabad,2023-01-01 19:24:00,2023-01-01,True,bus,17
CAM_INT_004_1,INT_004,LB Nagar Signal,Hyderabad,2023-01-01 09:34:00,2023-01-01,True,2w,21
CAM_INT_001_4,INT_001,Kukatpally Crossroad,Medchal,2023-01-06 13:48:00,2023-01-06,False,truck,10
CAM_INT_001_3,INT_001,Kukatpally Crossroad,Medchal,2023-01-05 10:46:00,2023-01-05,True,pedestrian,23
CAM_INT_001_1,INT_001,Kukatpally Crossroad,Medchal,2023-01-07 06:27:00,2023-01-07,False,pedestrian,7
CAM_INT_002_1,INT_002,Ameerpet Junction,Hyderabad,2023-01-04 16:59:00,2023-01-04,False,bus,8
CAM_INT_004_4,INT_004,LB Nagar Signal,Hyderabad,2023-01-02 09:38:00,2023-01-02,True,pedestrian,16
CAM_INT_004_2,INT_004,LB Nagar Signal,Hyderabad,2023-01-03 09:44:00,2023-01-03,True,pedestrian,15
CAM_INT_003_4,INT_003,Miyapur X Roads,Rangareddy,2023-01-07 17:39:00,2023-01-07,True,pedestrian,24
CAM_INT_010_4,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-02 10:48:00,2023-01-02,True,truck,23
CAM_INT_002_2,INT_002,Ameerpet Junction,Hyderabad,2023-01-06 02:37:00,2023-01-06,False,bus,6
CAM_INT_007_3,INT_007,Kompally Signal,Medchal,2023-01-07 12:10:00,2023-01-07,False,bicycle,8
CAM_INT_009_4,INT_009,Charminar Signal,Hyderabad,2023-01-03 01:11:00,2023-01-03,False,bicycle,1
CAM_INT_006_3,INT_006,Dilsukhnagar Junction,Hyderabad,2023-01-05 06:12:00,2023-01-05,False,bicycle,8
CAM_INT_007_4,INT_007,Kompally Signal,Medchal,2023-01-05 11:30:00,2023-01-05,False,pedestrian,7
CAM_INT_010_2,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-04 22:19:00,2023-01-04,False,bus,12
CAM_INT_009_3,INT_009,Charminar Signal,Hyderabad,2023-01-05 12:25:00,2023-01-05,False,pedestrian,12
CAM_INT_008_4,INT_008,Uppal Junction,Hyderabad,2023-01-05 08:18:00,2023-01-05,True,2w,24
CAM_INT_001_1,INT_001,Kukatpally Crossroad,Medchal,2023-01-01 06:03:00,2023-01-01,False,truck,4
CAM_INT_003_1,INT_003,Miyapur X Roads,Rangareddy,2023-01-07 03:20:00,2023-01-07,False,truck,6
CAM_INT_004_3,INT_004,LB Nagar Signal,Hyderabad,2023-01-04 16:00:00,2023-01-04,False,bus,11
CAM_INT_005_2,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-01 11:55:00,2023-01-01,False,bicycle,12
CAM_INT_001_3,INT_001,Kukatpally Crossroad,Medchal,2023-01-02 07:44:00,2023-01-02,False,2w,11
CAM_INT_003_3,INT_003,Miyapur X Roads,Rangareddy,2023-01-03 00:37:00,2023-01-03,False,truck,12
CAM_INT_004_3,INT_004,LB Nagar Signal,Hyderabad,2023-01-07 20:58:00,2023-01-07,False,bus,7
CAM_INT_002_4,INT_002,Ameerpet Junction,Hyderabad,2023-01-04 16:00:00,2023-01-04,False,bicycle,8
CAM_INT_004_3,INT_004,LB Nagar Signal,Hyderabad,2023-01-07 17:23:00,2023-01-07,True,car,19
CAM_INT_003_1,INT_003,Miyapur X Roads,Rangareddy,2023-01-06 17:45:00,2023-01-06,True,2w,27
CAM_INT_005_4,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-08 00:32:00,2023-01-08,False,car,6
CAM_INT_001_3,INT_001,Kukatpally Crossroad,Medchal,2023-01-02 03:25:00,2023-01-02,False,truck,10
CAM_INT_007_2,INT_007,Kompally Signal,Medchal,2023-01-06 04:35:00,2023-01-06,False,car,7
CAM_INT_001_4,INT_001,Kukatpally Crossroad,Medchal,2023-01-08 02:28:00,2023-01-08,False,pedestrian,5
CAM_INT_005_1,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-01 20:46:00,2023-01-01,False,bicycle,5
CAM_INT_009_2,INT_009,Charminar Signal,Hyderabad,2023-01-04 21:11:00,2023-01-04,False,bicycle,4
CAM_INT_009_2,INT_009,Charminar Signal,Hyderabad,2023-01-04 23:14:00,2023-01-04,False,pedestrian,5
CAM_INT_001_4,INT_001,Kukatpally Crossroad,Medchal,2023-01-02 23:49:00,2023-01-02,False,pedestrian,12
CAM_INT_010_1,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-06 07:40:00,2023-01-06,False,bicycle,2
CAM_INT_007_4,INT_007,Kompally Signal,Medchal,2023-01-03 18:38:00,2023-01-03,True,truck,13
CAM_INT_003_1,INT_003,Miyapur X Roads,Rangareddy,2023-01-02 22:25:00,2023-01-02,False,truck,5
CAM_INT_010_1,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-06 15:56:00,2023-01-06,False,pedestrian,9
CAM_INT_007_1,INT_007,Kompally Signal,Medchal,2023-01-07 11:40:00,2023-01-07,False,truck,9
CAM_INT_009_2,INT_009,Charminar Signal,Hyderabad,2023-01-05 18:49:00,2023-01-05,True,2w,21
CAM_INT_008_2,INT_008,Uppal Junction,Hyderabad,2023-01-02 18:49:00,2023-01-02,True,pedestrian,21
CAM_INT_007_2,INT_007,Kompally Signal,Medchal,2023-01-06 19:13:00,2023-01-06,True,pedestrian,14
CAM_INT_010_2,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-07 15:14:00,2023-01-07,False,pedestrian,10
CAM_INT_002_4,INT_002,Ameerpet Junction,Hyderabad,2023-01-04 00:10:00,2023-01-04,False,truck,8
CAM_INT_010_1,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-04 22:18:00,2023-01-04,False,car,10
CAM_INT_007_3,INT_007,Kompally Signal,Medchal,2023-01-05 22:56:00,2023-01-05,False,truck,10
CAM_INT_006_1,INT_006,Dilsukhnagar Junction,Hyderabad,2023-01-03 10:00:00,2023-01-03,True,truck,18
CAM_INT_003_4,INT_003,Miyapur X Roads,Rangareddy,2023-01-04 17:14:00,2023-01-04,True,truck,16
CAM_INT_008_2,INT_008,Uppal Junction,Hyderabad,2023-01-02 21:49:00,2023-01-02,False,car,4
CAM_INT_006_1,INT_006,Dilsukhnagar Junction,Hyderabad,2023-01-03 12:31:00,2023-01-03,False,bus,6
CAM_INT_001_2,INT_001,Kukatpally Crossroad,Medchal,2023-01-02 12:41:00,2023-01-02,False,bus,10
CAM_INT_001_1,INT_001,Kukatpally Crossroad,Medchal,2023-01-04 12:33:00,2023-01-04,False,truck,5
CAM_INT_008_1,INT_008,Uppal Junction,Hyderabad,2023-01-04 17:19:00,2023-01-04,True,2w,25
CAM_INT_004_2,INT_004,LB Nagar Signal,Hyderabad,2023-01-05 00:37:00,2023-01-05,False,pedestrian,9
CAM_INT_009_3,INT_009,Charminar Signal,Hyderabad,2023-01-03 13:39:00,2023-01-03,False,bicycle,13
CAM_INT_008_2,INT_008,Uppal Junction,Hyderabad,2023-01-07 11:51:00,2023-01-07,False,bicycle,8
CAM_INT_007_1,INT_007,Kompally Signal,Medchal,2023-01-01 11:01:00,2023-01-01,False,bicycle,9
CAM_INT_003_3,INT_003,Miyapur X Roads,Rangareddy,2023-01-04 03:45:00,2023-01-04,False,car,10
CAM_INT_010_1,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-03 12:48:00,2023-01-03,False,truck,5
CAM_INT_001_4,INT_001,Kukatpally Crossroad,Medchal,2023-01-06 12:57:00,2023-01-06,False,car,6
CAM_INT_006_1,INT_006,Dilsukhnagar Junction,Hyderabad,2023-01-04 08:05:00,2023-01-04,True,car,24
CAM_INT_007_4,INT_007,Kompally Signal,Medchal,2023-01-04 13:52:00,2023-01-04,False,bus,11
CAM_INT_002_4,INT_002,Ameerpet Junction,Hyderabad,2023-01-07 00:51:00,2023-01-07,False,truck,2
CAM_INT_009_2,INT_009,Charminar Signal,Hyderabad,2023-01-08 01:02:00,2023-01-08,False,car,7
CAM_INT_009_1,INT_009,Charminar Signal,Hyderabad,2023-01-03 12:18:00,2023-01-03,False,2w,9
CAM_INT_004_3,INT_004,LB Nagar Signal,Hyderabad,2023-01-01 16:51:00,2023-01-01,False,bicycle,11
CAM_INT_008_2,INT_008,Uppal Junction,Hyderabad,2023-01-05 01:05:00,2023-01-05,False,2w,7
CAM_INT_006_3,INT_006,Dilsukhnagar Junction,Hyderabad,2023-01-01 11:01:00,2023-01-01,False,pedestrian,8
CAM_INT_005_3,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-05 07:02:00,2023-01-05,False,bus,9
CAM_INT_005_1,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-01 22:55:00,2023-01-01,False,2w,9
CAM_INT_005_2,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-07 13:32:00,2023-01-07,False,bus,5
CAM_INT_007_2,INT_007,Kompally Signal,Medchal,2023-01-05 03:19:00,2023-01-05,False,pedestrian,10
CAM_INT_007_2,INT_007,Kompally Signal,Medchal,2023-01-02 05:58:00,2023-01-02,False,bicycle,8
CAM_INT_004_2,INT_004,LB Nagar Signal,Hyderabad,2023-01-05 23:57:00,2023-01-05,False,bicycle,11
CAM_INT_005_3,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-06 02:27:00,2023-01-06,False,bicycle,8
CAM_INT_009_2,INT_009,Charminar Signal,Hyderabad,2023-01-06 08:39:00,2023-01-06,True,bus,23
CAM_INT_010_2,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-02 19:50:00,2023-01-02,True,pedestrian,29
CAM_INT_005_2,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-02 19:42:00,2023-01-02,True,pedestrian,21
CAM_INT_003_2,INT_003,Miyapur X Roads,Rangareddy,2023-01-06 03:26:00,2023-01-06,False,pedestrian,9
CAM_INT_002_1,INT_002,Ameerpet Junction,Hyderabad,2023-01-04 20:41:00,2023-01-04,False,bicycle,10
CAM_INT_006_1,INT_006,Dilsukhnagar Junction,Hyderabad,2023-01-03 08:16:00,2023-01-03,True,bus,19
CAM_INT_007_3,INT_007,Kompally Signal,Medchal,2023-01-04 21:01:00,2023-01-04,False,2w,6
CAM_INT_005_2,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-06 06:58:00,2023-01-06,False,bus,4
CAM_INT_003_1,INT_003,Miyapur X Roads,Rangareddy,2023-01-02 11:09:00,2023-01-02,False,bus,11
CAM_INT_010_2,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-04 06:52:00,2023-01-04,False,bicycle,10
CAM_INT_004_1,INT_004,LB Nagar Signal,Hyderabad,2023-01-08 00:50:00,2023-01-08,False,bus,7
CAM_INT_002_2,INT_002,Ameerpet Junction,Hyderabad,2023-01-05 08:06:00,2023-01-05,True,2w,16
CAM_INT_010_3,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-06 23:10:00,2023-01-06,False,2w,8
CAM_INT_007_4,INT_007,Kompally Signal,Medchal,2023-01-03 08:14:00,2023-01-03,True,2w,24
CAM_INT_003_2,INT_003,Miyapur X Roads,Rangareddy,2023-01-02 19:33:00,2023-01-02,True,bus,19
CAM_INT_007_3,INT_007,Kompally Signal,Medchal,2023-01-01 14:48:00,2023-01-01,False,car,10
CAM_INT_004_2,INT_004,LB Nagar Signal,Hyderabad,2023-01-05 22:47:00,2023-01-05,False,pedestrian,7
CAM_INT_002_4,INT_002,Ameerpet Junction,Hyderabad,2023-01-03 13:51:00,2023-01-03,False,bus,6
CAM_INT_006_2,INT_006,Dilsukhnagar Junction,Hyderabad,2023-01-06 19:47:00,2023-01-06,True,2w,18
CAM_INT_007_4,INT_007,Kompally Signal,Medchal,2023-01-06 02:45:00,2023-01-06,False,car,12
CAM_INT_007_1,INT_007,Kompally Signal,Medchal,2023-01-04 19:26:00,2023-01-04,True,pedestrian,24
CAM_INT_002_4,INT_002,Ameerpet Junction,Hyderabad,2023-01-07 04:10:00,2023-01-07,False,2w,12
CAM_INT_004_4,INT_004,LB Nagar Signal,Hyderabad,2023-01-01 17:34:00,2023-01-01,True,pedestrian,23
CAM_INT_009_1,INT_009,Charminar Signal,Hyderabad,2023-01-01 16:43:00,2023-01-01,False,2w,6
CAM_INT_005_4,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-03 09:50:00,2023-01-03,True,2w,34
CAM_INT_005_2,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-04 17:09:00,2023-01-04,True,2w,17
CAM_INT_005_1,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-06 01:21:00,2023-01-06,False,bicycle,9
CAM_INT_003_4,INT_003,Miyapur X Roads,Rangareddy,2023-01-07 03:10:00,2023-01-07,False,2w,10
CAM_INT_009_2,INT_009,Charminar Signal,Hyderabad,2023-01-02 06:41:00,2023-01-02,False,car,7
CAM_INT_009_4,INT_009,Charminar Signal,Hyderabad,2023-01-07 21:51:00,2023-01-07,False,bus,18
CAM_INT_006_1,INT_006,Dilsukhnagar Junction,Hyderabad,2023-01-05 22:55:00,2023-01-05,False,2w,5
CAM_INT_008_2,INT_008,Uppal Junction,Hyderabad,2023-01-03 06:50:00,2023-01-03,False,bicycle,11
CAM_INT_002_3,INT_002,Ameerpet Junction,Hyderabad,2023-01-06 10:09:00,2023-01-06,True,truck,23
CAM_INT_002_1,INT_002,Ameerpet Junction,Hyderabad,2023-01-03 02:46:00,2023-01-03,False,car,7
CAM_INT_006_4,INT_006,Dilsukhnagar Junction,Hyderabad,2023-01-06 08:42:00,2023-01-06,True,car,22
CAM_INT_010_4,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-07 01:43:00,2023-01-07,False,bus,3
CAM_INT_007_2,INT_007,Kompally Signal,Medchal,2023-01-07 12:16:00,2023-01-07,False,car,5
CAM_INT_010_2,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-05 01:31:00,2023-01-05,False,pedestrian,3
CAM_INT_003_1,INT_003,Miyapur X Roads,Rangareddy,2023-01-03 02:16:00,2023-01-03,False,bus,9
CAM_INT_005_4,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-06 00:34:00,2023-01-06,False,truck,13
CAM_INT_003_2,INT_003,Miyapur X Roads,Rangareddy,2023-01-04 12:51:00,2023-01-04,False,car,7
CAM_INT_001_3,INT_001,Kukatpally Crossroad,Medchal,2023-01-03 13:23:00,2023-01-03,False,bicycle,7
CAM_INT_008_4,INT_008,Uppal Junction,Hyderabad,2023-01-01 09:20:00,2023-01-01,True,2w,27
CAM_INT_001_4,INT_001,Kukatpally Crossroad,Medchal,2023-01-07 10:24:00,2023-01-07,True,pedestrian,17
CAM_INT_004_4,INT_004,LB Nagar Signal,Hyderabad,2023-01-03 22:57:00,2023-01-03,False,bicycle,10
CAM_INT_007_1,INT_007,Kompally Signal,Medchal,2023-01-06 09:54:00,2023-01-06,True,2w,31
CAM_INT_010_2,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-08 02:10:00,2023-01-08,False,car,9
CAM_INT_005_2,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-07 11:27:00,2023-01-07,False,bicycle,13
CAM_INT_003_1,INT_003,Miyapur X Roads,Rangareddy,2023-01-01 19:21:00,2023-01-01,True,bus,22
CAM_INT_001_1,INT_001,Kukatpally Crossroad,Medchal,2023-01-05 05:18:00,2023-01-05,False,bus,8
CAM_INT_010_3,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-07 19:51:00,2023-01-07,True,truck,19
CAM_INT_001_4,INT_001,Kukatpally Crossroad,Medchal,2023-01-02 05:56:00,2023-01-02,False,car,12
CAM_INT_003_3,INT_003,Miyapur X Roads,Rangareddy,2023-01-03 06:40:00,2023-01-03,False,pedestrian,10
CAM_INT_010_2,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-08 00:27:00,2023-01-08,False,bicycle,12
CAM_INT_010_1,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-06 10:20:00,2023-01-06,True,truck,29
CAM_INT_005_3,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-02 07:25:00,2023-01-02,False,truck,14
CAM_INT_002_1,INT_002,Ameerpet Junction,Hyderabad,2023-01-05 13:28:00,2023-01-05,False,2w,6
CAM_INT_008_1,INT_008,Uppal Junction,Hyderabad,2023-01-04 13:57:00,2023-01-04,False,bus,6
CAM_INT_006_4,INT_006,Dilsukhnagar Junction,Hyderabad,2023-01-04 08:56:00,2023-01-04,True,pedestrian,26
CAM_INT_004_2,INT_004,LB Nagar Signal,Hyderabad,2023-01-07 05:15:00,2023-01-07,False,pedestrian,8
CAM_INT_002_1,INT_002,Ameerpet Junction,Hyderabad,2023-01-01 21:53:00,2023-01-01,False,bicycle,6
CAM_INT_010_4,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-06 18:04:00,2023-01-06,True,truck,26
CAM_INT_006_3,INT_006,Dilsukhnagar Junction,Hyderabad,2023-01-08 04:15:00,2023-01-08,False,truck,8
CAM_INT_010_4,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-02 17:25:00,2023-01-02,True,pedestrian,21
CAM_INT_008_2,INT_008,Uppal Junction,Hyderabad,2023-01-07 03:54:00,2023-01-07,False,2w,8
CAM_INT_004_3,INT_004,LB Nagar Signal,Hyderabad,2023-01-08 04:24:00,2023-01-08,False,pedestrian,3
CAM_INT_001_1,INT_001,Kukatpally Crossroad,Medchal,2023-01-03 10:51:00,2023-01-03,True,car,22
CAM_INT_002_2,INT_002,Ameerpet Junction,Hyderabad,2023-01-06 12:56:00,2023-01-06,False,pedestrian,12
CAM_INT_007_3,INT_007,Kompally Signal,Medchal,2023-01-05 23:13:00,2023-01-05,False,car,7
CAM_INT_009_2,INT_009,Charminar Signal,Hyderabad,2023-01-05 05:28:00,2023-01-05,False,pedestrian,7
CAM_INT_004_3,INT_004,LB Nagar Signal,Hyderabad,2023-01-01 09:05:00,2023-01-01,True,truck,21
CAM_INT_005_3,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-02 00:31:00,2023-01-02,False,truck,7
CAM_INT_002_3,INT_002,Ameerpet Junction,Hyderabad,2023-01-01 07:40:00,2023-01-01,False,pedestrian,11
CAM_INT_007_1,INT_007,Kompally Signal,Medchal,2023-01-05 03:12:00,2023-01-05,False,pedestrian,2
CAM_INT_004_3,INT_004,LB Nagar Signal,Hyderabad,2023-01-03 05:57:00,2023-01-03,False,truck,10
CAM_INT_008_2,INT_008,Uppal Junction,Hyderabad,2023-01-06 16:49:00,2023-01-06,False,car,6
CAM_INT_003_3,INT_003,Miyapur X Roads,Rangareddy,2023-01-06 17:28:00,2023-01-06,True,2w,15
CAM_INT_007_1,INT_007,Kompally Signal,Medchal,2023-01-06 12:17:00,2023-01-06,False,pedestrian,6
CAM_INT_005_3,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-07 04:17:00,2023-01-07,False,bicycle,9
CAM_INT_009_2,INT_009,Charminar Signal,Hyderabad,2023-01-07 13:36:00,2023-01-07,False,car,10
CAM_INT_006_1,INT_006,Dilsukhnagar Junction,Hyderabad,2023-01-07 19:40:00,2023-01-07,True,truck,23
CAM_INT_005_3,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-02 22:46:00,2023-01-02,False,car,5
CAM_INT_009_4,INT_009,Charminar Signal,Hyderabad,2023-01-05 12:27:00,2023-01-05,False,bus,12
CAM_INT_010_3,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-03 09:10:00,2023-01-03,True,car,25
CAM_INT_001_4,INT_001,Kukatpally Crossroad,Medchal,2023-01-04 19:52:00,2023-01-04,True,truck,18
CAM_INT_008_3,INT_008,Uppal Junction,Hyderabad,2023-01-02 05:42:00,2023-01-02,False,bus,9
CAM_INT_005_3,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-06 09:24:00,2023-01-06,True,bus,20
CAM_INT_002_1,INT_002,Ameerpet Junction,Hyderabad,2023-01-03 05:47:00,2023-01-03,False,truck,6
CAM_INT_002_1,INT_002,Ameerpet Junction,Hyderabad,2023-01-03 13:11:00,2023-01-03,False,2w,9
CAM_INT_009_2,INT_009,Charminar Signal,Hyderabad,2023-01-06 17:47:00,2023-01-06,True,bus,18
CAM_INT_008_3,INT_008,Uppal Junction,Hyderabad,2023-01-05 02:52:00,2023-01-05,False,pedestrian,6
CAM_INT_003_2,INT_003,Miyapur X Roads,Rangareddy,2023-01-04 23:23:00,2023-01-04,False,car,5
CAM_INT_001_4,INT_001,Kukatpally Crossroad,Medchal,2023-01-03 14:01:00,2023-01-03,False,2w,9
CAM_INT_002_3,INT_002,Ameerpet Junction,Hyderabad,2023-01-07 04:38:00,2023-01-07,False,car,4
CAM_INT_010_3,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-01 18:01:00,2023-01-01,True,car,16
CAM_INT_001_3,INT_001,Kukatpally Crossroad,Medchal,2023-01-06 13:29:00,2023-01-06,False,car,7
CAM_INT_010_2,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-01 12:08:00,2023-01-01,False,truck,6
CAM_INT_004_3,INT_004,LB Nagar Signal,Hyderabad,2023-01-04 21:37:00,2023-01-04,False,bus,9
CAM_INT_009_4,INT_009,Charminar Signal,Hyderabad,2023-01-04 09:32:00,2023-01-04,True,truck,22
CAM_INT_005_2,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-02 14:07:00,2023-01-02,False,bus,7
CAM_INT_002_1,INT_002,Ameerpet Junction,Hyderabad,2023-01-04 08:43:00,2023-01-04,True,car,24
CAM_INT_009_3,INT_009,Charminar Signal,Hyderabad,2023-01-03 14:24:00,2023-01-03,False,truck,10
CAM_INT_003_2,INT_003,Miyapur X Roads,Rangareddy,2023-01-04 08:00:00,2023-01-04,True,truck,26
CAM_INT_002_3,INT_002,Ameerpet Junction,Hyderabad,2023-01-03 04:46:00,2023-01-03,False,truck,9
CAM_INT_008_2,INT_008,Uppal Junction,Hyderabad,2023-01-07 09:36:00,2023-01-07,True,car,29
CAM_INT_008_1,INT_008,Uppal Junction,Hyderabad,2023-01-01 13:55:00,2023-01-01,False,pedestrian,8
CAM_INT_007_1,INT_007,Kompally Signal,Medchal,2023-01-02 10:55:00,2023-01-02,True,car,22
CAM_INT_007_4,INT_007,Kompally Signal,Medchal,2023-01-06 02:27:00,2023-01-06,False,bus,11
CAM_INT_005_2,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-05 07:06:00,2023-01-05,False,truck,10
CAM_INT_002_2,INT_002,Ameerpet Junction,Hyderabad,2023-01-07 07:40:00,2023-01-07,False,2w,12
CAM_INT_008_4,INT_008,Uppal Junction,Hyderabad,2023-01-02 07:22:00,2023-01-02,False,car,4
CAM_INT_008_2,INT_008,Uppal Junction,Hyderabad,2023-01-04 18:45:00,2023-01-04,True,2w,19
CAM_INT_003_3,INT_003,Miyapur X Roads,Rangareddy,2023-01-03 19:06:00,2023-01-03,True,pedestrian,21
CAM_INT_007_3,INT_007,Kompally Signal,Medchal,2023-01-05 09:14:00,2023-01-05,True,bus,28
CAM_INT_008_1,INT_008,Uppal Junction,Hyderabad,2023-01-04 22:40:00,2023-01-04,False,2w,9
CAM_INT_008_3,INT_008,Uppal Junction,Hyderabad,2023-01-01 23:50:00,2023-01-01,False,car,6
CAM_INT_008_3,INT_008,Uppal Junction,Hyderabad,2023-01-06 16:42:00,2023-01-06,False,bus,7
CAM_INT_010_2,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-05 05:11:00,2023-01-05,False,bicycle,5
CAM_INT_002_1,INT_002,Ameerpet Junction,Hyderabad,2023-01-07 00:42:00,2023-01-07,False,2w,6
CAM_INT_009_1,INT_009,Charminar Signal,Hyderabad,2023-01-04 22:59:00,2023-01-04,False,pedestrian,12
CAM_INT_009_4,INT_009,Charminar Signal,Hyderabad,2023-01-04 16:29:00,2023-01-04,False,2w,9
CAM_INT_007_2,INT_007,Kompally Signal,Medchal,2023-01-07 23:15:00,2023-01-07,False,bus,10
CAM_INT_003_4,INT_003,Miyapur X Roads,Rangareddy,2023-01-07 11:37:00,2023-01-07,False,2w,9
CAM_INT_006_4,INT_006,Dilsukhnagar Junction,Hyderabad,2023-01-02 00:02:00,2023-01-02,False,bus,8
CAM_INT_010_2,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-06 04:52:00,2023-01-06,False,truck,11
CAM_INT_002_4,INT_002,Ameerpet Junction,Hyderabad,2023-01-03 05:15:00,2023-01-03,False,pedestrian,7
CAM_INT_010_4,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-02 13:13:00,2023-01-02,False,bicycle,10
CAM_INT_009_4,INT_009,Charminar Signal,Hyderabad,2023-01-04 22:50:00,2023-01-04,False,car,7
CAM_INT_005_1,INT_005,Mehdipatnam Circle,Hyderabad,2023-01-03 06:06:00,2023-01-03,False,2w,16
CAM_INT_002_4,INT_002,Ameerpet Junction,Hyderabad,2023-01-08 01:21:00,2023-01-08,False,pedestrian,7
CAM_INT_008_1,INT_008,Uppal Junction,Hyderabad,2023-01-04 23:24:00,2023-01-04,False,pedestrian,12
CAM_INT_004_1,INT_004,LB Nagar Signal,Hyderabad,2023-01-02 06:43:00,2023-01-02,False,bus,5
CAM_INT_003_3,INT_003,Miyapur X Roads,Rangareddy,2023-01-02 22:03:00,2023-01-02,False,2w,7
CAM_INT_010_4,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-05 16:29:00,2023-01-05,False,bicycle,11
CAM_INT_004_3,INT_004,LB Nagar Signal,Hyderabad,2023-01-03 11:25:00,2023-01-03,False,pedestrian,8
CAM_INT_010_3,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-04 15:50:00,2023-01-04,False,pedestrian,11
CAM_INT_006_1,INT_006,Dilsukhnagar Junction,Hyderabad,2023-01-06 04:42:00,2023-01-06,False,car,6
CAM_INT_007_3,INT_007,Kompally Signal,Medchal,2023-01-07 01:22:00,2023-01-07,False,bus,9
CAM_INT_006_1,INT_006,Dilsukhnagar Junction,Hyderabad,2023-01-01 23:02:00,2023-01-01,False,bicycle,7
CAM_INT_009_1,INT_009,Charminar Signal,Hyderabad,2023-01-01 06:13:00,2023-01-01,False,truck,5
CAM_INT_001_4,INT_001,Kukatpally Crossroad,Medchal,2023-01-04 11:03:00,2023-01-04,False,bus,8
CAM_INT_007_3,INT_007,Kompally Signal,Medchal,2023-01-07 23:09:00,2023-01-07,False,pedestrian,4
CAM_INT_007_4,INT_007,Kompally Signal,Medchal,2023-01-05 14:31:00,2023-01-05,False,2w,4
CAM_INT_004_4,INT_004,LB Nagar Signal,Hyderabad,2023-01-07 10:51:00,2023-01-07,True,bus,14
CAM_INT_004_4,INT_004,LB Nagar Signal,Hyderabad,2023-01-02 19:58:00,2023-01-02,True,pedestrian,12
CAM_INT_007_3,INT_007,Kompally Signal,Medchal,2023-01-05 08:22:00,2023-01-05,True,bus,20
CAM_INT_003_1,INT_003,Miyapur X Roads,Rangareddy,2023-01-02 16:16:00,2023-01-02,False,car,10
CAM_INT_003_4,INT_003,Miyapur X Roads,Rangareddy,2023-01-01 10:17:00,2023-01-01,True,2w,29
CAM_INT_002_4,INT_002,Ameerpet Junction,Hyderabad,2023-01-02 19:04:00,2023-01-02,True,bus,19
CAM_INT_010_2,INT_010,Shamshabad Airport Road,Rangareddy,2023-01-06 10:31:00,2023-01-06,True,2w,25
CAM_INT_009_4,INT_009,Charminar Signal,Hyderabad,2023-01-06 10:04:00,2023-01-06,True,2w,25
