delay_id,route_id,bus_id,intersection_id,stop_id,scheduled_arrival_ts,actual_arrival_ts,delay_minutes,delay_reason,date
DLY_01560,RT_107,BUS_1001,INT_009,STOP_28,2023-01-06 06:48:00,2023-01-06 06:52:56,4.94,other,2023-01-06
DLY_01561,RT_105,BUS_1011,INT_001,STOP_30,2023-01-04 03:46:00,2023-01-04 03:48:45,2.76,breakdown,2023-01-04
DLY_01562,RT_103,BUS_1056,INT_001,STOP_10,2023-01-03 15:26:00,2023-01-03 15:26:00,0.0,weather,2023-01-03
DLY_01563,RT_101,BUS_1035,INT_010,STOP_29,2023-01-05 20:56:00,2023-01-05 21:03:39,7.65,traffic,2023-01-05
DLY_01564,RT_108,BUS_1094,INT_008,STOP_27,2023-01-06 20:15:00,2023-01-06 20:22:12,7.21,other,2023-01-06
DLY_01565,RT_107,BUS_1012,INT_001,STOP_30,2023-01-05 00:51:00,2023-01-05 00:55:09,4.16,breakdown,2023-01-05
DLY_01566,RT_109,BUS_1008,INT_004,STOP_23,2023-01-04 05:15:00,2023-01-04 05:20:12,5.2,weather,2023-01-04
DLY_01567,RT_109,BUS_1094,INT_005,STOP_14,2023-01-08 02:25:00,2023-01-08 02:31:32,6.55,weather,2023-01-08
DLY_01568,RT_101,BUS_1082,INT_006,STOP_15,2023-01-01 13:28:00,2023-01-01 13:28:18,0.31,breakdown,2023-01-01
DLY_01569,RT_103,BUS_1000,INT_002,STOP_21,2023-01-06 07:04:00,2023-01-06 07:07:24,3.41,other,2023-01-06
DLY_01570,RT_106,BUS_1073,INT_008,STOP_7,2023-01-04 17:26:00,2023-01-04 17:33:22,7.38,traffic,2023-01-04
DLY_01571,RT_104,BUS_1066,INT_005,STOP_4,2023-01-03 01:05:00,2023-01-03 01:06:14,1.24,breakdown,2023-01-03
DLY_01572,RT_107,BUS_1040,INT_009,STOP_28,2023-01-08 00:12:00,2023-01-08 00:17:52,5.88,other,2023-01-08
DLY_01573,RT_105,BUS_1022,INT_007,STOP_16,2023-01-02 18:27:00,2023-01-02 18:27:55,0.93,weather,2023-01-02
DLY_01574,RT_104,BUS_1010,INT_007,STOP_26,2023-01-04 10:56:00,2023-01-04 11:02:23,6.4,other,2023-01-04
DLY_01575,RT_107,BUS_1048,INT_003,STOP_12,2023-01-03 07:40:00,2023-01-03 07:44:53,4.89,breakdown,2023-01-03
DLY_01576,RT_109,BUS_1082,INT_002,STOP_1,2023-01-01 12:16:00,2023-01-01 12:16:09,0.15,breakdown,2023-01-01
DLY_01577,RT_108,BUS_1025,INT_001,STOP_30,2023-01-02 06:17:00,2023-01-02 06:25:29,8.49,weather,2023-01-02
DLY_01578,RT_101,BUS_1051,INT_004,STOP_23,2023-01-03 04:04:00,2023-01-03 04:06:47,2.8,other,2023-01-03
DLY_01579,RT_103,BUS_1011,INT_001,STOP_20,2023-01-04 05:02:00,2023-01-04 05:04:34,2.57,weather,2023-01-04
DLY_01580,RT_102,BUS_1001,INT_007,STOP_6,2023-01-07 16:53:00,2023-01-07 16:58:36,5.6,other,2023-01-07
DLY_01581,RT_108,BUS_1015,INT_006,STOP_25,2023-01-06 09:53:00,2023-01-06 10:01:26,8.45,breakdown,2023-01-06
DLY_01582,RT_104,BUS_1034,INT_004,STOP_23,2023-01-03 13:28:00,2023-01-03 13:29:57,1.95,weather,2023-01-03
DLY_01583,RT_107,BUS_1016,INT_005,STOP_24,2023-01-06 20:56:00,2023-01-06 21:01:11,5.19,other,2023-01-06
DLY_01584,RT_110,BUS_1027,INT_009,STOP_28,2023-01-03 14:25:00,2023-01-03 14:31:17,6.29,weather,2023-01-03
DLY_01585,RT_107,BUS_1023,INT_005,STOP_24,2023-01-03 09:42:00,2023-01-03 09:49:04,7.08,other,2023-01-03
DLY_01586,RT_101,BUS_1037,INT_007,STOP_26,2023-01-02 21:51:00,2023-01-02 21:56:31,5.53,weather,2023-01-02
DLY_01587,RT_104,BUS_1047,INT_009,STOP_8,2023-01-06 09:08:00,2023-01-06 09:11:53,3.9,other,2023-01-06
DLY_01588,RT_108,BUS_1017,INT_004,STOP_3,2023-01-01 08:49:00,2023-01-01 08:51:31,2.52,weather,2023-01-01
DLY_01589,RT_104,BUS_1091,INT_004,STOP_23,2023-01-05 18:33:00,2023-01-05 18:38:15,5.26,other,2023-01-05
DLY_01590,RT_110,BUS_1032,INT_004,STOP_23,2023-01-06 01:35:00,2023-01-06 01:36:47,1.78,traffic,2023-01-06
DLY_01591,RT_101,BUS_1006,INT_005,STOP_4,2023-01-07 14:05:00,2023-01-07 14:05:00,0.0,weather,2023-01-07
DLY_01592,RT_108,BUS_1045,INT_001,STOP_30,2023-01-03 22:07:00,2023-01-03 22:13:18,6.31,traffic,2023-01-03
DLY_01593,RT_109,BUS_1079,INT_002,STOP_1,2023-01-04 03:15:00,2023-01-04 03:22:42,7.71,other,2023-01-04
DLY_01594,RT_106,BUS_1016,INT_001,STOP_10,2023-01-05 17:46:00,2023-01-05 17:46:00,0.0,traffic,2023-01-05
DLY_01595,RT_105,BUS_1021,INT_010,STOP_19,2023-01-03 06:58:00,2023-01-03 06:59:58,1.97,other,2023-01-03
DLY_01596,RT_108,BUS_1016,INT_001,STOP_30,2023-01-05 02:37:00,2023-01-05 02:43:51,6.86,traffic,2023-01-05
DLY_01597,RT_107,BUS_1018,INT_002,STOP_11,2023-01-07 06:50:00,2023-01-07 07:01:10,11.17,weather,2023-01-07
DLY_01598,RT_101,BUS_1016,INT_005,STOP_4,2023-01-04 19:32:00,2023-01-04 19:37:03,5.06,other,2023-01-04
DLY_01599,RT_106,BUS_1055,INT_009,STOP_28,2023-01-04 10:43:00,2023-01-04 10:45:48,2.82,weather,2023-01-04
DLY_01600,RT_110,BUS_1097,INT_010,STOP_29,2023-01-04 05:52:00,2023-01-04 05:56:27,4.45,weather,2023-01-04
DLY_01601,RT_107,BUS_1021,INT_008,STOP_17,2023-01-04 19:28:00,2023-01-04 19:37:07,9.12,weather,2023-01-04
DLY_01602,RT_103,BUS_1071,INT_005,STOP_24,2023-01-06 20:09:00,2023-01-06 20:12:03,3.06,other,2023-01-06
DLY_01603,RT_103,BUS_1006,INT_003,STOP_2,2023-01-03 09:35:00,2023-01-03 09:37:36,2.6,breakdown,2023-01-03
DLY_01604,RT_108,BUS_1033,INT_007,STOP_6,2023-01-01 15:47:00,2023-01-01 15:50:33,3.55,breakdown,2023-01-01
DLY_01605,RT_107,BUS_1014,INT_004,STOP_23,2023-01-06 13:33:00,2023-01-06 13:35:08,2.14,other,2023-01-06
DLY_01606,RT_106,BUS_1090,INT_003,STOP_2,2023-01-06 06:33:00,2023-01-06 06:38:22,5.37,other,2023-01-06
DLY_01607,RT_102,BUS_1092,INT_006,STOP_15,2023-01-06 20:37:00,2023-01-06 20:46:52,9.87,breakdown,2023-01-06
DLY_01608,RT_102,BUS_1026,INT_005,STOP_4,2023-01-05 05:27:00,2023-01-05 05:32:58,5.97,weather,2023-01-05
DLY_01609,RT_109,BUS_1034,INT_007,STOP_6,2023-01-03 03:57:00,2023-01-03 04:01:14,4.24,breakdown,2023-01-03
DLY_01610,RT_109,BUS_1098,INT_010,STOP_19,2023-01-01 07:07:00,2023-01-01 07:11:07,4.12,breakdown,2023-01-01
DLY_01611,RT_104,BUS_1098,INT_005,STOP_14,2023-01-02 02:58:00,2023-01-02 02:58:18,0.31,other,2023-01-02
DLY_01612,RT_106,BUS_1003,INT_003,STOP_22,2023-01-02 07:45:00,2023-01-02 07:52:38,7.65,weather,2023-01-02
DLY_01613,RT_107,BUS_1047,INT_003,STOP_22,2023-01-02 15:18:00,2023-01-02 15:22:45,4.77,traffic,2023-01-02
DLY_01614,RT_103,BUS_1003,INT_008,STOP_27,2023-01-04 22:20:00,2023-01-04 22:24:27,4.46,traffic,2023-01-04
DLY_01615,RT_108,BUS_1080,INT_006,STOP_15,2023-01-06 17:01:00,2023-01-06 17:15:34,14.58,weather,2023-01-06
DLY_01616,RT_106,BUS_1005,INT_001,STOP_20,2023-01-01 07:35:00,2023-01-01 07:40:53,5.9,other,2023-01-01
DLY_01617,RT_103,BUS_1027,INT_002,STOP_11,2023-01-07 17:25:00,2023-01-07 17:27:44,2.74,traffic,2023-01-07
DLY_01618,RT_106,BUS_1007,INT_007,STOP_26,2023-01-04 11:15:00,2023-01-04 11:18:43,3.72,traffic,2023-01-04
DLY_01619,RT_107,BUS_1011,INT_009,STOP_18,2023-01-08 02:27:00,2023-01-08 02:35:26,8.45,other,2023-01-08
DLY_01620,RT_104,BUS_1098,INT_010,STOP_9,2023-01-03 06:36:00,2023-01-03 06:41:20,5.34,other,2023-01-03
DLY_01621,RT_104,BUS_1020,INT_004,STOP_3,2023-01-01 11:36:00,2023-01-01 11:36:41,0.69,other,2023-01-01
DLY_01622,RT_105,BUS_1082,INT_006,STOP_25,2023-01-05 19:52:00,2023-01-05 19:59:45,7.76,breakdown,2023-01-05
DLY_01623,RT_108,BUS_1055,INT_005,STOP_4,2023-01-04 15:31:00,2023-01-04 15:33:59,3.0,weather,2023-01-04
DLY_01624,RT_103,BUS_1045,INT_010,STOP_29,2023-01-08 02:47:00,2023-01-08 02:57:37,10.62,traffic,2023-01-08
DLY_01625,RT_109,BUS_1025,INT_008,STOP_27,2023-01-05 10:20:00,2023-01-05 10:28:14,8.24,other,2023-01-05
DLY_01626,RT_108,BUS_1034,INT_006,STOP_15,2023-01-05 15:58:00,2023-01-05 16:01:39,3.66,other,2023-01-05
DLY_01627,RT_106,BUS_1078,INT_004,STOP_3,2023-01-06 01:22:00,2023-01-06 01:30:50,8.84,breakdown,2023-01-06
DLY_01628,RT_102,BUS_1005,INT_005,STOP_14,2023-01-06 02:19:00,2023-01-06 02:24:12,5.2,weather,2023-01-06
DLY_01629,RT_103,BUS_1063,INT_006,STOP_15,2023-01-03 19:13:00,2023-01-03 19:20:33,7.56,traffic,2023-01-03
DLY_01630,RT_107,BUS_1010,INT_001,STOP_10,2023-01-06 13:51:00,2023-01-06 13:57:27,6.45,other,2023-01-06
DLY_01631,RT_103,BUS_1087,INT_001,STOP_10,2023-01-02 22:34:00,2023-01-02 22:36:27,2.46,weather,2023-01-02
DLY_01632,RT_109,BUS_1054,INT_008,STOP_27,2023-01-04 01:53:00,2023-01-04 01:56:04,3.07,weather,2023-01-04
DLY_01633,RT_109,BUS_1009,INT_010,STOP_19,2023-01-01 19:01:00,2023-01-01 19:09:05,8.09,traffic,2023-01-01
DLY_01634,RT_109,BUS_1054,INT_008,STOP_17,2023-01-02 11:23:00,2023-01-02 11:26:59,4.0,other,2023-01-02
DLY_01635,RT_110,BUS_1032,INT_005,STOP_4,2023-01-06 12:52:00,2023-01-06 12:55:47,3.79,weather,2023-01-06
DLY_01636,RT_102,BUS_1098,INT_010,STOP_9,2023-01-07 21:53:00,2023-01-07 21:55:08,2.13,traffic,2023-01-07
DLY_01637,RT_103,BUS_1023,INT_005,STOP_4,2023-01-06 12:23:00,2023-01-06 12:29:16,6.27,other,2023-01-06
DLY_01638,RT_107,BUS_1090,INT_003,STOP_2,2023-01-02 04:44:00,2023-01-02 04:55:11,11.19,weather,2023-01-02
DLY_01639,RT_108,BUS_1096,INT_002,STOP_11,2023-01-07 22:20:00,2023-01-07 22:21:47,1.8,other,2023-01-07
DLY_01640,RT_106,BUS_1023,INT_001,STOP_20,2023-01-04 06:22:00,2023-01-04 06:27:04,5.07,breakdown,2023-01-04
DLY_01641,RT_110,BUS_1033,INT_007,STOP_6,2023-01-02 03:21:00,2023-01-02 03:30:14,9.24,traffic,2023-01-02
DLY_01642,RT_101,BUS_1000,INT_005,STOP_14,2023-01-07 07:55:00,2023-01-07 07:59:45,4.76,other,2023-01-07
DLY_01643,RT_103,BUS_1083,INT_005,STOP_4,2023-01-01 09:37:00,2023-01-01 09:43:21,6.36,other,2023-01-01
DLY_01644,RT_110,BUS_1092,INT_006,STOP_15,2023-01-05 20:37:00,2023-01-05 20:38:48,1.81,other,2023-01-05
DLY_01645,RT_107,BUS_1038,INT_001,STOP_10,2023-01-05 08:30:00,2023-01-05 08:36:17,6.28,traffic,2023-01-05
DLY_01646,RT_101,BUS_1024,INT_006,STOP_5,2023-01-02 18:53:00,2023-01-02 18:57:26,4.44,traffic,2023-01-02
DLY_01647,RT_104,BUS_1003,INT_008,STOP_27,2023-01-01 10:20:00,2023-01-01 10:27:57,7.96,breakdown,2023-01-01
DLY_01648,RT_104,BUS_1055,INT_007,STOP_16,2023-01-02 21:38:00,2023-01-02 21:46:33,8.56,breakdown,2023-01-02
DLY_01649,RT_108,BUS_1018,INT_004,STOP_3,2023-01-04 16:10:00,2023-01-04 16:22:46,12.77,other,2023-01-04
DLY_01650,RT_102,BUS_1021,INT_005,STOP_14,2023-01-01 11:57:00,2023-01-01 12:03:44,6.74,breakdown,2023-01-01
DLY_01651,RT_108,BUS_1060,INT_005,STOP_24,2023-01-06 07:35:00,2023-01-06 07:40:58,5.98,traffic,2023-01-06
DLY_01652,RT_110,BUS_1031,INT_009,STOP_28,2023-01-06 08:44:00,2023-01-06 08:49:34,5.58,breakdown,2023-01-06
DLY_01653,RT_107,BUS_1006,INT_001,STOP_10,2023-01-07 17:29:00,2023-01-07 17:32:56,3.94,weather,2023-01-07
DLY_01654,RT_107,BUS_1053,INT_002,STOP_1,2023-01-02 10:02:00,2023-01-02 10:08:00,6.02,other,2023-01-02
DLY_01655,RT_110,BUS_1093,INT_005,STOP_24,2023-01-07 20:00:00,2023-01-07 20:04:06,4.11,weather,2023-01-07
DLY_01656,RT_107,BUS_1062,INT_003,STOP_2,2023-01-06 19:07:00,2023-01-06 19:12:30,5.51,other,2023-01-06
DLY_01657,RT_109,BUS_1002,INT_009,STOP_8,2023-01-01 22:34:00,2023-01-01 22:42:57,8.95,other,2023-01-01
DLY_01658,RT_109,BUS_1008,INT_010,STOP_19,2023-01-04 20:14:00,2023-01-04 20:15:58,1.98,weather,2023-01-04
DLY_01659,RT_108,BUS_1014,INT_010,STOP_29,2023-01-05 23:54:00,2023-01-06 00:02:25,8.42,other,2023-01-05
DLY_01660,RT_108,BUS_1089,INT_001,STOP_20,2023-01-05 04:41:00,2023-01-05 04:49:57,8.95,other,2023-01-05
DLY_01661,RT_105,BUS_1092,INT_002,STOP_1,2023-01-03 02:03:00,2023-01-03 02:07:38,4.65,breakdown,2023-01-03
DLY_01662,RT_108,BUS_1029,INT_007,STOP_16,2023-01-05 03:53:00,2023-01-05 03:53:00,0.0,breakdown,2023-01-05
DLY_01663,RT_110,BUS_1091,INT_010,STOP_19,2023-01-05 02:36:00,2023-01-05 02:39:10,3.18,other,2023-01-05
DLY_01664,RT_107,BUS_1053,INT_006,STOP_5,2023-01-04 14:06:00,2023-01-04 14:14:53,8.89,weather,2023-01-04
DLY_01665,RT_103,BUS_1079,INT_007,STOP_26,2023-01-06 14:58:00,2023-01-06 15:02:55,4.93,breakdown,2023-01-06
DLY_01666,RT_108,BUS_1016,INT_001,STOP_10,2023-01-02 05:32:00,2023-01-02 05:34:00,2.0,breakdown,2023-01-02
DLY_01667,RT_110,BUS_1062,INT_008,STOP_7,2023-01-03 00:41:00,2023-01-03 00:44:29,3.49,traffic,2023-01-03
DLY_01668,RT_108,BUS_1038,INT_007,STOP_26,2023-01-05 23:35:00,2023-01-05 23:42:31,7.52,breakdown,2023-01-05
DLY_01669,RT_101,BUS_1002,INT_008,STOP_7,2023-01-07 14:03:00,2023-01-07 14:09:38,6.64,weather,2023-01-07
DLY_01670,RT_106,BUS_1086,INT_010,STOP_29,2023-01-04 05:13:00,2023-01-04 05:17:16,4.28,breakdown,2023-01-04
DLY_01671,RT_101,BUS_1008,INT_007,STOP_6,2023-01-06 23:28:00,2023-01-06 23:31:53,3.9,weather,2023-01-06
DLY_01672,RT_110,BUS_1029,INT_005,STOP_14,2023-01-02 13:07:00,2023-01-02 13:10:49,3.82,traffic,2023-01-02
DLY_01673,RT_108,BUS_1033,INT_009,STOP_18,2023-01-03 19:11:00,2023-01-03 19:13:13,2.23,weather,2023-01-03
DLY_01674,RT_101,BUS_1098,INT_007,STOP_26,2023-01-05 07:00:00,2023-01-05 07:09:50,9.85,weather,2023-01-05
DLY_01675,RT_109,BUS_1077,INT_010,STOP_29,2023-01-02 23:16:00,2023-01-02 23:20:01,4.03,traffic,2023-01-02
DLY_01676,RT_108,BUS_1058,INT_004,STOP_23,2023-01-01 19:46:00,2023-01-01 19:54:39,8.65,traffic,2023-01-01
DLY_01677,RT_102,BUS_1071,INT_005,STOP_4,2023-01-08 04:28:00,2023-01-08 04:37:33,9.56,traffic,2023-01-08
DLY_01678,RT_103,BUS_1080,INT_008,STOP_17,2023-01-02 10:47:00,2023-01-02 10:54:59,7.99,traffic,2023-01-02
DLY_01679,RT_106,BUS_1020,INT_009,STOP_28,2023-01-03 14:05:00,2023-01-03 14:08:42,3.71,weather,2023-01-03
DLY_01680,RT_109,BUS_1063,INT_004,STOP_23,2023-01-06 06:33:00,2023-01-06 06:39:12,6.21,traffic,2023-01-06
DLY_01681,RT_106,BUS_1017,INT_006,STOP_5,2023-01-05 09:19:00,2023-01-05 09:23:55,4.93,traffic,2023-01-05
DLY_01682,RT_108,BUS_1053,INT_009,STOP_28,2023-01-03 13:07:00,2023-01-03 13:09:17,2.29,traffic,2023-01-03
DLY_01683,RT_106,BUS_1036,INT_009,STOP_8,2023-01-06 15:20:00,2023-01-06 15:25:58,5.97,breakdown,2023-01-06
DLY_01684,RT_106,BUS_1091,INT_004,STOP_3,2023-01-04 06:38:00,2023-01-04 06:39:27,1.46,other,2023-01-04
DLY_01685,RT_103,BUS_1096,INT_003,STOP_12,2023-01-04 01:01:00,2023-01-04 01:09:33,8.56,other,2023-01-04
DLY_01686,RT_103,BUS_1054,INT_007,STOP_26,2023-01-03 20:18:00,2023-01-03 20:21:36,3.61,other,2023-01-03
DLY_01687,RT_108,BUS_1066,INT_001,STOP_30,2023-01-05 21:46:00,2023-01-05 21:51:36,5.6,weather,2023-01-05
DLY_01688,RT_103,BUS_1098,INT_002,STOP_1,2023-01-06 06:51:00,2023-01-06 06:56:50,5.85,traffic,2023-01-06
DLY_01689,RT_102,BUS_1010,INT_004,STOP_23,2023-01-07 03:16:00,2023-01-07 03:20:13,4.22,weather,2023-01-07
DLY_01690,RT_103,BUS_1055,INT_002,STOP_11,2023-01-05 19:40:00,2023-01-05 19:46:45,6.76,traffic,2023-01-05
DLY_01691,RT_103,BUS_1073,INT_004,STOP_13,2023-01-01 16:07:00,2023-01-01 16:10:34,3.58,traffic,2023-01-01
DLY_01692,RT_105,BUS_1053,INT_002,STOP_21,2023-01-07 03:56:00,2023-01-07 04:03:36,7.61,other,2023-01-07
DLY_01693,RT_105,BUS_1092,INT_010,STOP_29,2023-01-07 13:10:00,2023-01-07 13:10:57,0.96,weather,2023-01-07
DLY_01694,RT_101,BUS_1035,INT_001,STOP_30,2023-01-05 03:58:00,2023-01-05 04:03:22,5.38,breakdown,2023-01-05
DLY_01695,RT_108,BUS_1082,INT_004,STOP_23,2023-01-05 20:18:00,2023-01-05 20:28:49,10.82,breakdown,2023-01-05
DLY_01696,RT_110,BUS_1079,INT_010,STOP_29,2023-01-07 10:39:00,2023-01-07 10:40:59,2.0,other,2023-01-07
DLY_01697,RT_107,BUS_1099,INT_004,STOP_23,2023-01-05 04:16:00,2023-01-05 04:18:58,2.97,breakdown,2023-01-05
DLY_01698,RT_102,BUS_1004,INT_010,STOP_29,2023-01-04 16:20:00,2023-01-04 16:26:32,6.54,weather,2023-01-04
DLY_01699,RT_109,BUS_1069,INT_004,STOP_13,2023-01-02 16:24:00,2023-01-02 16:29:32,5.54,weather,2023-01-02
DLY_01700,RT_109,BUS_1070,INT_008,STOP_7,2023-01-02 07:20:00,2023-01-02 07:26:03,6.05,weather,2023-01-02
DLY_01701,RT_103,BUS_1002,INT_008,STOP_17,2023-01-05 03:02:00,2023-01-05 03:08:28,6.47,traffic,2023-01-05
DLY_01702,RT_110,BUS_1033,INT_010,STOP_29,2023-01-07 09:26:00,2023-01-07 09:32:54,6.9,breakdown,2023-01-07
DLY_01703,RT_107,BUS_1064,INT_008,STOP_27,2023-01-04 16:59:00,2023-01-04 17:07:19,8.33,traffic,2023-01-04
DLY_01704,RT_106,BUS_1033,INT_005,STOP_24,2023-01-01 22:22:00,2023-01-01 22:28:13,6.23,weather,2023-01-01
DLY_01705,RT_102,BUS_1057,INT_005,STOP_4,2023-01-01 19:02:00,2023-01-01 19:06:16,4.28,weather,2023-01-01
DLY_01706,RT_108,BUS_1043,INT_010,STOP_19,2023-01-01 07:25:00,2023-01-01 07:32:01,7.02,breakdown,2023-01-01
DLY_01707,RT_110,BUS_1091,INT_007,STOP_26,2023-01-07 20:48:00,2023-01-07 20:58:41,10.7,breakdown,2023-01-07
DLY_01708,RT_105,BUS_1085,INT_003,STOP_12,2023-01-04 15:42:00,2023-01-04 15:46:36,4.6,breakdown,2023-01-04
DLY_01709,RT_109,BUS_1094,INT_004,STOP_23,2023-01-05 13:07:00,2023-01-05 13:09:04,2.08,breakdown,2023-01-05
DLY_01710,RT_109,BUS_1074,INT_005,STOP_4,2023-01-04 23:31:00,2023-01-04 23:39:19,8.32,breakdown,2023-01-04
DLY_01711,RT_108,BUS_1012,INT_008,STOP_27,2023-01-05 08:39:00,2023-01-05 08:43:38,4.64,breakdown,2023-01-05
DLY_01712,RT_107,BUS_1010,INT_004,STOP_23,2023-01-06 02:14:00,2023-01-06 02:14:00,0.0,traffic,2023-01-06
DLY_01713,RT_103,BUS_1060,INT_003,STOP_2,2023-01-06 02:01:00,2023-01-06 02:08:32,7.54,breakdown,2023-01-06
DLY_01714,RT_106,BUS_1086,INT_006,STOP_15,2023-01-02 03:19:00,2023-01-02 03:22:23,3.39,other,2023-01-02
DLY_01715,RT_109,BUS_1099,INT_010,STOP_19,2023-01-07 14:38:00,2023-01-07 14:42:43,4.73,other,2023-01-07
DLY_01716,RT_110,BUS_1063,INT_009,STOP_28,2023-01-04 06:00:00,2023-01-04 06:05:59,6.0,other,2023-01-04
DLY_01717,RT_107,BUS_1020,INT_006,STOP_15,2023-01-06 19:40:00,2023-01-06 19:45:34,5.57,breakdown,2023-01-06
DLY_01718,RT_108,BUS_1091,INT_008,STOP_17,2023-01-02 16:42:00,2023-01-02 16:49:07,7.13,other,2023-01-02
DLY_01719,RT_109,BUS_1015,INT_006,STOP_5,2023-01-07 02:08:00,2023-01-07 02:11:41,3.69,breakdown,2023-01-07
DLY_01720,RT_101,BUS_1095,INT_006,STOP_15,2023-01-06 15:15:00,2023-01-06 15:21:32,6.54,breakdown,2023-01-06
DLY_01721,RT_102,BUS_1077,INT_009,STOP_18,2023-01-05 10:51:00,2023-01-05 10:55:13,4.22,other,2023-01-05
DLY_01722,RT_106,BUS_1073,INT_005,STOP_4,2023-01-02 15:00:00,2023-01-02 15:07:12,7.22,weather,2023-01-02
DLY_01723,RT_103,BUS_1015,INT_003,STOP_2,2023-01-07 04:45:00,2023-01-07 04:51:50,6.85,weather,2023-01-07
DLY_01724,RT_105,BUS_1037,INT_001,STOP_10,2023-01-05 12:15:00,2023-01-05 12:17:11,2.19,other,2023-01-05
DLY_01725,RT_103,BUS_1075,INT_002,STOP_1,2023-01-02 21:00:00,2023-01-02 21:08:15,8.26,other,2023-01-02
DLY_01726,RT_105,BUS_1027,INT_003,STOP_2,2023-01-04 17:19:00,2023-01-04 17:22:23,3.39,breakdown,2023-01-04
DLY_01727,RT_101,BUS_1015,INT_008,STOP_27,2023-01-06 19:28:00,2023-01-06 19:35:25,7.42,weather,2023-01-06
DLY_01728,RT_107,BUS_1061,INT_004,STOP_3,2023-01-01 18:12:00,2023-01-01 18:18:06,6.1,weather,2023-01-01
DLY_01729,RT_106,BUS_1048,INT_010,STOP_19,2023-01-06 09:31:00,2023-01-06 09:41:30,10.51,other,2023-01-06
DLY_01730,RT_103,BUS_1097,INT_008,STOP_27,2023-01-08 03:23:00,2023-01-08 03:27:19,4.33,breakdown,2023-01-08
DLY_01731,RT_108,BUS_1085,INT_008,STOP_17,2023-01-06 11:51:00,2023-01-06 11:54:57,3.95,other,2023-01-06
DLY_01732,RT_102,BUS_1079,INT_006,STOP_5,2023-01-04 22:48:00,2023-01-04 22:52:56,4.94,other,2023-01-04
DLY_01733,RT_107,BUS_1043,INT_004,STOP_13,2023-01-03 21:34:00,2023-01-03 21:38:05,4.09,traffic,2023-01-03
DLY_01734,RT_105,BUS_1082,INT_003,STOP_22,2023-01-06 06:59:00,2023-01-06 07:06:23,7.4,traffic,2023-01-06
DLY_01735,RT_101,BUS_1073,INT_009,STOP_28,2023-01-03 03:13:00,2023-01-03 03:13:09,0.15,weather,2023-01-03
DLY_01736,RT_109,BUS_1010,INT_009,STOP_18,2023-01-02 15:48:00,2023-01-02 15:49:50,1.84,breakdown,2023-01-02
DLY_01737,RT_110,BUS_1096,INT_001,STOP_20,2023-01-07 09:57:00,2023-01-07 09:58:47,1.8,traffic,2023-01-07
DLY_01738,RT_104,BUS_1096,INT_010,STOP_19,2023-01-07 04:28:00,2023-01-07 04:35:51,7.85,other,2023-01-07
DLY_01739,RT_102,BUS_1084,INT_008,STOP_17,2023-01-01 11:05:00,2023-01-01 11:15:07,10.13,breakdown,2023-01-01
DLY_01740,RT_104,BUS_1031,INT_002,STOP_1,2023-01-04 09:04:00,2023-01-04 09:08:41,4.69,other,2023-01-04
DLY_01741,RT_110,BUS_1041,INT_004,STOP_3,2023-01-07 07:41:00,2023-01-07 07:45:29,4.49,other,2023-01-07
DLY_01742,RT_108,BUS_1002,INT_010,STOP_19,2023-01-01 18:17:00,2023-01-01 18:22:12,5.21,weather,2023-01-01
DLY_01743,RT_107,BUS_1003,INT_005,STOP_14,2023-01-03 07:17:00,2023-01-03 07:25:29,8.49,weather,2023-01-03
DLY_01744,RT_102,BUS_1014,INT_004,STOP_13,2023-01-04 04:13:00,2023-01-04 04:15:13,2.22,traffic,2023-01-04
DLY_01745,RT_105,BUS_1018,INT_009,STOP_18,2023-01-03 03:55:00,2023-01-03 04:00:42,5.72,breakdown,2023-01-03
DLY_01746,RT_103,BUS_1039,INT_010,STOP_9,2023-01-02 06:28:00,2023-01-02 06:35:55,7.93,other,2023-01-02
DLY_01747,RT_101,BUS_1078,INT_003,STOP_22,2023-01-03 04:12:00,2023-01-03 04:18:30,6.5,weather,2023-01-03
DLY_01748,RT_101,BUS_1038,INT_007,STOP_6,2023-01-01 13:25:00,2023-01-01 13:30:34,5.57,other,2023-01-01
DLY_01749,RT_103,BUS_1052,INT_005,STOP_4,2023-01-04 21:23:00,2023-01-04 21:31:00,8.0,weather,2023-01-04
DLY_01750,RT_102,BUS_1006,INT_010,STOP_9,2023-01-05 12:32:00,2023-01-05 12:32:00,0.0,breakdown,2023-01-05
DLY_01751,RT_110,BUS_1030,INT_009,STOP_8,2023-01-08 01:01:00,2023-01-08 01:08:02,7.03,other,2023-01-08
DLY_01752,RT_107,BUS_1014,INT_008,STOP_17,2023-01-06 23:44:00,2023-01-06 23:47:02,3.04,weather,2023-01-06
DLY_01753,RT_108,BUS_1070,INT_003,STOP_2,2023-01-04 20:55:00,2023-01-04 20:55:00,0.0,other,2023-01-04
DLY_01754,RT_101,BUS_1052,INT_004,STOP_3,2023-01-06 18:12:00,2023-01-06 18:18:32,6.53,breakdown,2023-01-06
DLY_01755,RT_105,BUS_1070,INT_001,STOP_30,2023-01-01 11:05:00,2023-01-01 11:14:07,9.12,traffic,2023-01-01
DLY_01756,RT_103,BUS_1038,INT_009,STOP_8,2023-01-07 13:28:00,2023-01-07 13:32:35,4.59,other,2023-01-07
DLY_01757,RT_109,BUS_1026,INT_006,STOP_15,2023-01-02 04:54:00,2023-01-02 05:01:51,7.86,breakdown,2023-01-02
